bank,proxy_year,director_name,director_age
Visa,2020,or at,50
Visa,2020,Notice of,66
Visa,2020,"Notice
of",74
Visa,2020,and alignment,48
Visa,2021,OF DIRECTORS,35
Visa,2021,OUR NEOs,89
Visa,2021,officers FOR,89
Visa,2021,firm FOR,90
Visa,2021,director nominees,90
Visa,2021,at least,75
Visa,2021,at least,58
Visa,2021,multinational enterprise,37
Visa,2021,committee functions,38
Visa,2021,obtainable within,60
Visa,2021,Visa Excess,40
Visa,2021,normal retirement,55
Visa,2021,or at,50
Visa,2022,EXECUTIVE COMPENSATION,87
Visa,2022,FIRM FEES,89
Visa,2022,ONE YEAR,87
Visa,2022,firm FOR,88
Visa,2022,policy AGAINST,90
Visa,2022,director nominees,90
Visa,2022,at least,75
Visa,2022,at least,58
Visa,2022,and controls,36
Visa,2022,committee functions,37
Visa,2022,obtainable within,60
Visa,2022,business and,63
Visa,2022,Visa Excess,40
Visa,2022,Director Deferred,79
Visa,2022,normal retirement,55
Visa,2022,or at,50
Visa,2023,OF DIRECTORS,36
Visa,2023,officers FOR,49
Visa,2023,Total Diversity,73
Visa,2023,at least,58
Visa,2023,Proxy Statement,35
Visa,2023,Southern University,38
Visa,2023,Stanford University,40
Visa,2023,obtainable within,60
Visa,2023,and the,68
Visa,2023,Visa Excess,40
Visa,2023,normal retirement,55
Visa,2023,or at,50
Visa,2024,and Sustainability,42
Visa,2024,Cash Compensation,49
Visa,2024,Total Diversity,73
Visa,2024,Lloyd A. Carney,62
Visa,2024,Kermit R. Crawford,65
Visa,2024,Ramon Laguarta,61
Visa,2024,Teri L. List,61
Visa,2024,John F. Lundgren,73
Visa,2024,Denise M. Morrison,70
Visa,2024,Pamela Murphy,51
Visa,2024,Linda J. Rendle,46
Visa,2024,at least,58
Visa,2024,fewer than,75
Visa,2024,Proxy Statement,35
Visa,2024,per year,40
Visa,2024,in sport,44
Visa,2024,Visa Excess,40
Visa,2024,be effective,90
Visa,2024,obtainable within,60
Visa,2024,For some,45
Visa,2024,more information,39
Visa,2024,normal retirement,55
Visa,2024,or at,50
Visa,2025,and Sustainability,40
Visa,2025,Cash Compensation,44
Visa,2025,Pay Ratio,85
Visa,2025,Lloyd A. Carney,63
Visa,2025,Kermit R. Crawford,66
Visa,2025,Teri L. List,62
Visa,2025,John F. Lundgren,74
Visa,2025,Ryan McInerney,50
Visa,2025,Denise M. Morrison,71
Visa,2025,Pamela Murphy,52
Visa,2025,Linda J. Rendle,47
Visa,2025,See page,90
Visa,2025,at least,58
Visa,2025,fewer than,75
Visa,2025,Proxy Statement,35
Visa,2025,Obtainable Within,60
Mastercard,2019,stock vested,53
Mastercard,2019,analysis payments,39
Mastercard,2019,David R. Carlucci,65
Mastercard,2019,Steven J. Freiberg,62
Mastercard,2019,Oki Matsumoto,55
Mastercard,2019,Reyes Lagunes,67
Mastercard,2019,Jackson Tai,68
Mastercard,2019,Lance Uggla,57
Mastercard,2019,and diversity,60
Mastercard,2019,or less,60
Mastercard,2019,financial expert,36
Mastercard,2019,director attended,75
Mastercard,2019,MASTERCARD PROXY,39
Mastercard,2019,governance processes,42
Mastercard,2019,service Only,36
Mastercard,2019,At least,64
Mastercard,2019,award of,54
Mastercard,2019,account for,39
Mastercard,2019,of employment,65
Mastercard,2019,service and,60
Mastercard,2019,and completing,55
Mastercard,2020,equity awards,39
Mastercard,2020,end committees,62
Mastercard,2020,Board Chair,63
Mastercard,2020,Steven J. Freiberg,63
Mastercard,2020,Oki Matsumoto,56
Mastercard,2020,Reyes Lagunes,68
Mastercard,2020,Jackson Tai,69
Mastercard,2020,Lance Uggla,58
Mastercard,2020,and diversity,60
Mastercard,2020,or less,60
Mastercard,2020,financial expert,36
Mastercard,2020,action items,42
Mastercard,2020,MASTERCARD PROXY,47
Mastercard,2020,service Only,36
Mastercard,2020,At least,64
Mastercard,2020,members represent,82
Mastercard,2020,and tenure,43
Mastercard,2020,Banga will,59
Mastercard,2020,Annual Compensation,74
Mastercard,2020,of employment,65
Mastercard,2020,service and,60
Mastercard,2020,and completing,55
Mastercard,2021,and committees,42
Mastercard,2021,See pg,55
Mastercard,2021,Executive Chairman,61
Mastercard,2021,Steven J. Freiberg,64
Mastercard,2021,Oki Matsumoto,57
Mastercard,2021,Reyes Lagunes,69
Mastercard,2021,Gabrielle Sulzberger,61
Mastercard,2021,Lance Uggla,59
Mastercard,2021,and diversity,86
Mastercard,2021,racially diverse,64
Mastercard,2021,international experience,61
Mastercard,2021,action items,35
Mastercard,2021,MASTERCARD PROXY,40
Mastercard,2021,service Only,36
Mastercard,2021,At least,64
Mastercard,2021,members represent,70
Mastercard,2021,climate trajectory,49
Mastercard,2021,Peer group,53
Mastercard,2021,that is,60
Mastercard,2021,settled within,60
Mastercard,2021,to Section,40
Mastercard,2021,opposed to,80
Mastercard,2021,to section,40
Mastercard,2021,of employment,65
Mastercard,2021,service and,60
Mastercard,2021,and completing,55
Mastercard,2021,Participant occurring,65
Mastercard,2022,and committees,50
Mastercard,2022,See pg,66
Mastercard,2022,Richard K. Davis,64
Mastercard,2022,Phong Goh,58
Mastercard,2022,Gabrielle Sulzberger,62
Mastercard,2022,Harit Talwar,61
Mastercard,2022,ethnically diverse,67
Mastercard,2022,international experience,61
Mastercard,2022,financial expert,37
Mastercard,2022,MASTERCARD PROXY,40
Mastercard,2022,action items,43
Mastercard,2022,governance processes,45
Mastercard,2022,service Only,36
Mastercard,2022,At least,64
Mastercard,2022,Moon represent,62
Mastercard,2022,Sulzberger represent,62
Mastercard,2022,payment amounts,87
Mastercard,2022,Craig Vosburg,35
Mastercard,2022,at least,64
Mastercard,2022,of employment,65
Mastercard,2022,service and,60
Mastercard,2022,and completing,55
Mastercard,2023,and committees,51
Mastercard,2023,Richard K. Davis,65
Mastercard,2023,Julius Genachowski,60
Mastercard,2023,Phong Goh,59
Mastercard,2023,Gabrielle Sulzberger,63
Mastercard,2023,as Latino,36
Mastercard,2023,its committees,44
Mastercard,2023,MASTERCARD PROXY,45
Mastercard,2023,governance processes,46
Mastercard,2023,service Only,36
Mastercard,2023,At least,64
Mastercard,2023,Talwar represent,74
Mastercard,2023,Uggla represent,74
Mastercard,2023,payment amounts,82
Mastercard,2023,of employment,65
Mastercard,2023,service and,60
Mastercard,2023,and completing,55
Mastercard,2024,governance practices,49
Mastercard,2024,person transactions,54
Mastercard,2024,See pg,61
Mastercard,2024,Candido Bracher,65
Mastercard,2024,Richard K. Davis,66
Mastercard,2024,Julius Genachowski,61
Mastercard,2024,Phong Goh,60
Mastercard,2024,as Latino,36
Mastercard,2024,MASTERCARD PROXY,43
Mastercard,2024,service Only,36
Mastercard,2024,At least,64
Mastercard,2024,Genachowski represent,64
Mastercard,2024,Uggla represent,64
Mastercard,2024,payment amounts,80
Mastercard,2024,of employment,65
Mastercard,2024,service and,60
Mastercard,2024,and completing,55
Mastercard,2025,doing good,49
Mastercard,2025,person transactions,54
Mastercard,2025,See pg,61
Mastercard,2025,Candido Bracher,66
Mastercard,2025,Richard K. Davis,67
Mastercard,2025,Julius Genachowski,62
Mastercard,2025,Phong Goh,61
Mastercard,2025,Gabrielle Sulzberger,65
Mastercard,2025,financial expert,36
Mastercard,2025,MASTERCARD PROXY,43
Mastercard,2025,service Only,36
Mastercard,2025,At least,64
Mastercard,2025,Goh represent,54
Mastercard,2025,Uggla represent,54
Mastercard,2025,payment amounts,78
Mastercard,2025,composed of,64
Mastercard,2025,Craig Vosburg,43
Mastercard,2025,of employment,65
Mastercard,2025,service and,60
Mastercard,2025,and completing,55
Charles Schwab,2021,Compensation For,37
Charles Schwab,2021,Directors Against,75
Charles Schwab,2021,Joan T. Dea,57
Charles Schwab,2021,that over,82
Charles Schwab,2021,at least,75
Charles Schwab,2021,to Section,40
Charles Schwab,2021,meet within,90
Charles Schwab,2021,and Age,65
Charles Schwab,2022,"and
Management",78
Charles Schwab,2022,Access Against,83
Charles Schwab,2022,John K. Adams,66
Charles Schwab,2022,Brian M. Levitt,74
Charles Schwab,2022,Arun Sarin,67
Charles Schwab,2022,Charles R. Schwab,84
Charles Schwab,2022,Paula A. Sneed,74
Charles Schwab,2022,that over,82
Charles Schwab,2022,at least,75
Charles Schwab,2022,to Section,40
Charles Schwab,2022,after attaining,70
Charles Schwab,2022,meet within,90
Charles Schwab,2022,with Section,40
Charles Schwab,2022,election exceeds,50
Charles Schwab,2022,or removal,70
Charles Schwab,2023,Frank C. Herringer,80
Charles Schwab,2023,Todd M. Ricketts,53
Charles Schwab,2023,that over,77
Charles Schwab,2023,at least,75
Charles Schwab,2023,to Section,40
Charles Schwab,2023,Richard A. Wurster,54
Charles Schwab,2023,PROXY STATEMENT,79
Charles Schwab,2023,meet within,90
Charles Schwab,2023,registration instructions,86
Charles Schwab,2023,online during,87
Charles Schwab,2023,their role,45
Charles Schwab,2023,and Supplementary,64
Charles Schwab,2024,Bettinger II,63
Charles Schwab,2024,Joan T. Dea,60
Charles Schwab,2024,that over,76
Charles Schwab,2024,at least,75
Charles Schwab,2024,to Section,40
Charles Schwab,2024,meet within,90
Charles Schwab,2024,attendance instructions,86
Charles Schwab,2024,online during,87
Charles Schwab,2024,and Diversity,68
Charles Schwab,2024,their role,49
Charles Schwab,2024,and Supplementary,66
Charles Schwab,2025,Compensation FOR,40
Charles Schwab,2025,Charles R. Schwab,87
Charles Schwab,2025,Paula A. Sneed,77
Charles Schwab,2025,that over,70
Charles Schwab,2025,at least,75
Charles Schwab,2025,to Section,40
Charles Schwab,2025,with an,80
Charles Schwab,2025,Schwab holds,64
Charles Schwab,2025,meet within,90
Charles Schwab,2025,attendance instructions,82
Charles Schwab,2025,online during,83
Charles Schwab,2025,Compensation Discussion,40
Charles Schwab,2025,Executive Compensation,58
Charles Schwab,2025,other than,55
Charles Schwab,2025,Retirement Savings,65
